,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000,Classifica
44,Giaccherini,c,BOL,28,"6,21","6,84",7,0,0 / 0,0,0,7,0,16,-,15
45,Bonaventura,c,MIL,33,"6,20","6,83",6,0,0 / 0,0,7,8,0,18,-,6
46,De Guzman,c,CAR,3,"5,83","6,83",1,0,1 / 1,0,0,0,0,3,-,
47,Vazquez,a,PAL,36,"6,21","6,83",8,0,1 / 1,0,4,11,0,23,-,19
48,Samir,d,VER,3,"6,0","6,83",1,0,0 / 0,0,0,1,0,3,-,
49,Ciofani D,a,FRO,35,"6,0","6,79",9,0,2 / 2,0,1,1,0,16,-,
50,Zaza,a,JUV,14,"5,96","6,79",5,0,0 / 0,0,0,6,1,9,-,1
51,Saponara,c,EMP,33,"6,24","6,76",5,0,0 / 1,0,9,6,1,19,-,18
52,Nainggolan,c,ROM,35,"6,39","6,76",6,0,0 / 0,0,1,10,1,19,-,2
53,Quagliarella,a,SAM,31,"6,0","6,76",8,0,1 / 1,0,0,1,0,18,-,10
54,Alex Sandro,d,JUV,19,"6,47","6,76",2,0,0 / 0,0,3,5,1,11,-,1
55,Florenzi,c,ROM,33,"6,08","6,74",7,0,0 / 0,0,3,4,0,15,-,2
56,Viviani,c,VER,19,"6,11","6,74",3,0,0 / 0,0,6,4,1,10,-,
57,Gilardino,a,PAL,33,"5,86","6,74",10,0,0 / 0,0,1,4,0,19,-,19
58,Perisic,c,INT,33,"6,02","6,73",7,0,0 / 0,0,5,5,0,22,-,7
59,Zarate,a,FIO,13,"6,19","6,73",3,0,0 / 0,0,0,2,1,12,-,8
60,Muriel,a,SAM,29,"5,97","6,71",6,0,0 / 0,0,5,3,0,18,-,10
61,Pellissier,a,CHI,18,"5,92","6,69",5,0,2 / 2,0,0,2,0,9,-,14
62,Mertens,a,NAP,32,"6,17","6,69",5,0,0 / 0,0,5,7,0,18,-,3
63,Berardi,a,SAS,27,"6,13","6,69",7,0,3 / 5,0,6,10,1,20,-,12
64,Dzeko,a,ROM,28,"5,86","6,68",8,0,2 / 2,0,2,4,1,20,-,2
65,Floccari,a,BOL,24,"5,94","6,67",6,0,0 / 0,0,0,1,0,10,-,15
66,Sansone,a,SAS,36,"6,19","6,67",7,0,0 / 1,0,3,8,0,20,-,12
67,Birsa,c,CHI,35,"6,09","6,66",6,0,2 / 3,0,7,4,0,13,-,14
68,Allan,c,NAP,35,"6,34","6,66",3,0,0 / 0,0,4,4,0,17,-,3
69,Gakpe',a,ATA,14,"5,89","6,64",3,0,0 / 0,0,2,1,0,5,-,4
70,Defrel,a,SAS,31,"5,92","6,63",7,0,0 / 0,0,3,2,1,17,-,12
71,Tello C.,a,FIO,15,"6,0","6,63",2,0,0 / 0,0,4,1,0,14,-,8
72,D'alessandro,c,ATA,18,"6,08","6,61",3,0,0 / 0,0,2,3,0,9,-,4
73,Zielinski,c,EMP,35,"6,16","6,6",5,0,0 / 0,0,4,5,1,15,-,18
74,Keita B.,a,LAZ,29,"6,22","6,59",4,0,0 / 0,0,1,5,0,14,-,5
75,Destro,a,BOL,26,"5,94","6,58",8,0,2 / 3,0,0,9,0,14,-,15
76,Ljajic,a,INT,20,"6,02","6,58",3,0,0 / 0,0,3,2,0,13,-,7
77,Acerbi,d,SAS,36,"6,29","6,58",4,0,0 / 0,0,0,3,0,15,-,12
78,Palacio,a,INT,20,"6,18","6,55",2,0,0 / 0,0,4,5,0,13,-,7
79,Cerci,a,GEN,21,"5,90","6,55",4,0,3 / 3,0,2,1,0,11,-,16
80,Toni,a,VER,23,"5,96","6,54",6,0,3 / 4,0,0,3,0,18,-,
81,Brienza,c,BOL,26,"6,08","6,52",3,0,0 / 0,0,3,1,0,12,-,15
82,Di Gaudio,c,CAR,27,"6,11","6,52",3,0,0 / 0,0,3,2,0,10,-,
83,Perotti,c,ROM,31,"6,05","6,52",4,0,1 / 1,0,7,3,2,18,-,2
84,Biglia,c,LAZ,27,"6,20","6,52",4,0,2 / 2,0,2,9,1,12,-,5
85,Cassano,a,SAM,22,"6,09","6,52",2,0,0 / 0,0,4,1,0,13,-,10
86,Mattiello,d,CHI,1,"5,5","6,5",0,0,0 / 0,0,1,0,0,1,-,14
87,Felipe Anderson,c,LAZ,34,"5,79","6,5",7,0,0 / 0,0,4,2,0,20,-,5
88,Strootman,c,ROM,3,"6,33","6,5",0,0,0 / 0,0,1,1,0,4,-,2
89,Floro Flores,a,CHI,25,"6,02","6,5",4,0,0 / 0,0,1,2,0,9,-,14
90,Verdu',c,FIO,5,"5,9","6,5",1,0,0 / 0,0,0,0,0,4,-,8
91,Lemina,c,JUV,10,"6,1","6,5",2,0,0 / 0,0,0,4,0,5,-,1
92,Bardi,p,FRO,2,"6,75","6,5",0,3,0 / 0,1,0,1,0,4,-,
93,Gagliardini,c,ATA,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,2,-,4
94,Rincon,c,GEN,33,"6,23","6,48",3,0,0 / 0,0,4,9,0,12,-,16
95,Pucciarelli,a,EMP,38,"5,97","6,47",6,0,0 / 0,0,2,2,0,15,-,18
96,Barzagli,d,JUV,31,"6,40","6,47",1,0,0 / 0,0,0,2,0,13,-,1
97,Pazzini,a,VER,28,"5,88","6,46",6,0,3 / 3,0,1,5,0,16,-,
98,Pepe S.,c,CHI,19,"5,97","6,45",3,0,0 / 0,0,2,2,1,7,-,14
99,Lasagna,a,CAR,34,"5,99","6,44",5,0,0 / 0,0,1,1,0,12,-,
100,Denis,a,ATA,14,"5,71","6,43",4,0,1 / 2,0,1,0,0,17,-,4
101,Brozovic,c,INT,30,"6,02","6,43",4,0,0 / 0,0,4,7,0,13,-,7
102,Marcos Alonso,d,FIO,30,"6,12","6,42",3,0,0 / 0,0,4,8,0,10,-,8
103,Freuler,c,ATA,6,"5,92","6,42",1,0,0 / 0,0,0,0,0,6,-,4
104,Emerson P.,d,ROM,4,"5,75","6,38",1,0,0 / 0,0,0,1,0,4,-,2
105,Pellegrini Lo.,c,SAS,16,"6,0","6,38",3,0,0 / 0,0,0,4,1,7,-,12
106,Antonelli,d,MIL,27,"6,04","6,37",3,0,0 / 0,0,1,2,0,11,-,6
107,Donsah,c,BOL,19,"6,0","6,37",2,0,0 / 0,0,2,2,0,7,-,15
108,Laxalt,c,GEN,35,"6,06","6,36",3,0,0 / 0,0,3,3,0,10,-,16
109,Baselli,c,TOR,33,"6,06","6,36",4,0,0 / 0,0,1,6,0,12,-,9
110,Digne,d,ROM,33,"6,09","6,36",3,0,0 / 0,0,2,4,0,12,-,2
111,Sabelli,d,CAR,7,"6,0","6,36",1,0,0 / 0,0,0,1,0,5,-,
112,Cigarini,c,ATA,23,"6,22","6,35",2,0,1 / 1,0,2,10,0,10,-,4
113,Sammarco,c,FRO,28,"6,0","6,34",4,0,0 / 0,0,1,7,0,7,-,
114,Bruno Peres,d,TOR,31,"6,16","6,34",3,0,0 / 0,0,3,9,0,13,-,9
115,Rigoni N,c,CHI,24,"6,10","6,33",3,0,0 / 0,0,0,7,0,8,-,14
116,Badu,c,UDI,33,"6,03","6,33",4,0,0 / 0,0,1,6,0,10,-,13
117,Ionita,c,VER,29,"5,88","6,33",4,0,0 / 0,0,2,2,0,10,-,
118,Moralez,c,ATA,17,"6,21","6,32",1,0,0 / 1,0,3,2,0,14,-,4
119,Bernardeschi,a,FIO,33,"6,14","6,32",2,0,0 / 0,0,3,6,0,12,-,8
120,Bonucci,d,JUV,36,"6,18","6,32",3,0,0 / 0,0,1,6,0,15,-,1
121,Chiriches,d,NAP,8,"6,06","6,31",1,0,0 / 0,0,0,2,0,4,-,3
122,Rodriguez Go,d,FIO,35,"6,06","6,3",4,0,0 / 0,0,0,7,0,14,-,8
123,Missiroli,c,SAS,22,"6,20","6,30",2,0,0 / 0,0,0,6,1,8,-,12
124,Maxi Lopez,a,TOR,23,"5,87","6,30",4,0,2 / 3,0,2,2,0,11,-,9
125,Boateng,c,MIL,5,"5,8","6,3",1,0,0 / 0,0,0,1,0,7,-,6
126,Pasciuti,c,CAR,19,"5,97","6,29",2,0,0 / 0,0,3,4,1,8,-,
127,Asamoah,c,JUV,7,"6,21","6,29",0,0,0 / 0,0,1,1,0,5,-,1
128,El Kaddouri,c,NAP,12,"5,92","6,29",1,0,0 / 0,0,2,2,0,6,-,3
129,Jansson,d,TOR,7,"5,93","6,29",1,0,0 / 0,0,0,1,0,4,-,9
130,Diamanti,c,ATA,14,"6,14","6,29",1,0,0 / 0,0,1,4,0,13,-,4
131,Rigoni L,c,GEN,27,"5,94","6,28",4,0,0 / 0,0,0,4,1,11,-,16
132,Paredes,c,EMP,32,"6,22","6,27",2,0,0 / 0,0,1,11,0,9,-,18
133,Blaszczykowski,c,FIO,11,"5,77","6,27",2,0,0 / 0,0,0,1,0,5,-,8
134,Frara,c,FRO,19,"6,03","6,26",2,0,0 / 0,0,0,3,0,6,-,
135,Biabiany,a,INT,17,"6,06","6,26",1,0,0 / 0,0,2,3,0,6,-,7
136,Ucan,c,ROM,2,"6,25","6,25",0,0,0 / 0,0,0,0,0,1,-,2
137,Perica,a,UDI,10,"5,7","6,25",2,0,0 / 0,0,0,1,0,3,-,13
138,Inglese,a,CHI,23,"5,87","6,24",3,0,0 / 0,0,1,3,0,6,-,14
139,Vecino,c,FIO,29,"6,14","6,24",2,0,0 / 0,0,1,8,0,9,-,8
140,Tachtsidis,c,GEN,19,"5,97","6,24",2,0,0 / 0,0,2,2,0,8,-,16
141,Evra,d,JUV,25,"6,06","6,24",2,0,0 / 0,0,2,5,1,8,-,1
142,Matri,a,LAZ,17,"5,56","6,24",4,0,0 / 0,0,1,1,1,6,-,5
143,Marchisio,c,JUV,22,"6,32","6,23",0,0,0 / 0,0,2,8,0,10,-,1
144,Luiz Adriano,a,MIL,22,"5,61","6,23",4,0,1 / 1,0,3,4,0,15,-,6
145,Maresca,c,PAL,13,"6,12","6,23",1,0,0 / 0,0,0,3,0,6,-,19
146,Benassi,c,TOR,28,"6,0","6,23",3,0,0 / 0,0,1,7,0,10,-,9
147,Dzemaili,c,GEN,26,"6,0","6,23",3,0,0 / 0,0,1,6,1,9,-,16
148,Magnanelli,c,SAS,34,"6,25","6,22",1,0,0 / 0,0,0,8,0,10,-,12
149,Castro,c,CHI,33,"6,08","6,21",3,0,0 / 0,0,0,9,0,10,-,14
150,Duncan,c,SAS,31,"6,13","6,21",1,0,0 / 0,0,2,5,0,11,-,12
151,Trotta,a,SAS,5,"5,6","6,2",1,0,0 / 0,0,0,0,0,10,-,12
152,Pinilla,a,ATA,18,"5,83","6,19",5,0,0 / 2,0,2,8,1,10,-,4
153,Paganini,c,FRO,24,"5,98","6,19",2,0,0 / 0,0,2,6,0,9,-,
154,Kishna,c,LAZ,11,"5,64","6,18",2,0,0 / 0,0,0,0,0,2,-,5
155,Pisano E,d,VER,34,"5,84","6,18",5,0,0 / 0,0,0,7,0,10,-,
156,Mounier,c,BOL,28,"5,79","6,18",4,0,0 / 0,0,2,6,0,8,-,15
157,Buchel,c,EMP,26,"6,10","6,17",2,0,0 / 0,0,1,10,0,6,-,18
158,Koulibaly,d,NAP,33,"6,33","6,17",0,0,0 / 0,0,0,11,0,12,-,3
159,Ansaldi,d,GEN,24,"6,08","6,17",0,0,0 / 0,0,4,4,0,9,-,16
160,Alex,d,MIL,25,"5,86","6,16",3,0,0 / 0,0,1,5,0,9,-,6
161,Jorginho,c,NAP,35,"6,21","6,16",0,0,0 / 0,0,4,10,1,11,-,3
162,Chiellini,d,JUV,24,"6,15","6,15",1,0,0 / 0,0,0,4,1,10,-,1
163,Manolas,d,ROM,37,"6,08","6,15",2,0,0 / 0,0,2,7,0,12,-,2
164,De Silvestri,d,SAM,17,"5,97","6,15",1,0,0 / 0,0,2,4,0,9,-,10
165,Mauri,c,LAZ,10,"5,75","6,15",1,0,0 / 0,0,1,0,0,6,-,5
166,Maicon,d,ROM,15,"5,93","6,13",1,0,0 / 0,0,2,2,1,6,-,2
167,Menez,a,MIL,8,"5,44","6,12",2,0,1 / 1,0,0,1,0,10,-,6
168,Albiol,d,NAP,36,"6,15","6,12",1,0,0 / 0,0,1,10,0,10,-,3
169,Miranda,d,INT,32,"6,11","6,11",1,0,0 / 0,0,2,6,2,12,-,7
170,Medel,c,INT,28,"6,14","6,11",1,0,0 / 0,0,1,10,0,7,-,7
171,Keita S,c,ROM,19,"6,05","6,11",1,0,0 / 0,0,0,4,0,6,-,2
172,Acquah,c,TOR,28,"5,98","6,11",2,0,0 / 0,0,2,9,0,8,-,9
173,Bianco R.,c,CAR,26,"6,04","6,10",1,0,0 / 0,0,2,5,1,8,-,
174,David Lopez,c,NAP,15,"5,93","6,1",1,0,0 / 0,0,0,2,0,5,-,3
175,Iago Falque,a,ROM,21,"5,79","6,10",2,0,0 / 0,0,1,1,0,11,-,2
176,Armero,d,UDI,5,"5,9","6,1",1,0,0 / 0,0,0,0,0,3,-,13
177,Hetemaj,c,CHI,27,"6,11","6,09",1,0,0 / 0,0,0,7,0,8,-,14
178,Croce,c,EMP,27,"6,11","6,09",0,0,0 / 0,0,1,3,0,9,-,18
179,Di Natale,a,UDI,23,"5,83","6,09",2,0,1 / 2,0,3,0,0,15,-,13
180,Abate,d,MIL,26,"6,06","6,08",1,0,0 / 0,0,1,7,0,10,-,6
181,Hiljemark,c,PAL,38,"5,76","6,08",4,0,0 / 0,0,2,4,0,7,-,19
182,Longhi,d,SAS,6,"6,0","6,08",0,0,0 / 0,0,1,1,0,2,-,12
183,Siligardi,a,VER,24,"5,85","6,08",2,0,0 / 0,0,0,1,0,7,-,
184,Vainqueur,c,ROM,12,"6,04","6,08",0,0,0 / 0,0,2,3,0,4,-,2
185,Kragl,c,FRO,13,"6,0","6,08",1,0,0 / 0,0,0,4,0,6,-,
186,Alvarez R,c,SAM,13,"5,85","6,08",1,0,0 / 0,0,1,2,0,10,-,10
187,De Roon,c,ATA,35,"6,11","6,07",1,0,0 / 0,0,1,9,1,9,-,4
188,Rugani,d,JUV,15,"6,13","6,07",0,0,0 / 0,0,0,2,0,8,-,1
189,Goldaniga,d,PAL,14,"5,79","6,07",2,0,0 / 0,0,0,5,0,3,-,19
190,De Rossi,c,ROM,23,"6,04","6,07",1,0,0 / 0,0,2,9,0,7,-,2
191,Carbonero,c,SAM,14,"5,96","6,07",0,0,0 / 0,0,3,3,0,4,-,10
192,Gastaldello,d,BOL,26,"6,08","6,06",1,0,0 / 0,0,1,7,1,8,-,15
193,Zaccardo,d,CAR,27,"6,02","6,06",1,0,0 / 0,0,0,4,0,6,-,
194,Rispoli,d,PAL,18,"5,92","6,06",0,0,0 / 0,0,4,3,0,6,-,19
195,Gazzola,d,SAS,8,"6,0","6,06",0,0,0 / 0,0,1,1,0,3,-,12
196,Martinez,a,TOR,17,"5,53","6,06",3,0,0 / 0,0,0,0,0,8,-,9
197,Widmer,d,UDI,25,"6,06","6,06",0,0,0 / 0,0,2,4,0,10,-,13
198,Bruno Fernandes,c,UDI,31,"5,89","6,06",3,0,1 / 2,0,4,7,1,11,-,13
199,Falcinelli,a,SAS,21,"5,74","6,05",2,0,1 / 1,0,1,1,0,7,-,12
200,Rudiger,d,ROM,30,"5,92","6,05",2,0,0 / 0,0,0,4,0,10,-,2
201,Matos,a,UDI,24,"5,88","6,04",2,0,0 / 1,0,2,2,0,8,-,13
202,Bittante,d,EMP,12,"6,04","6,04",0,0,0 / 0,0,0,0,0,6,-,18
203,Costa,d,EMP,23,"6,0","6,04",1,0,0 / 0,0,0,4,0,6,-,18
204,Hysaj,d,NAP,37,"6,05","6,04",0,0,0 / 0,0,2,5,0,11,-,3
205,Tonelli,d,EMP,26,"6,0","6,04",2,0,0 / 0,0,0,8,1,7,-,18
206,Badelj,c,FIO,27,"6,06","6,04",1,0,0 / 0,0,1,7,1,7,-,8
207,Ghoulam,d,NAP,34,"6,03","6,04",0,0,0 / 0,0,2,3,0,11,-,3
208,Vrsaljko,d,SAS,35,"6,07","6,04",0,0,0 / 0,0,4,8,1,11,-,12
209,Djurdjevic,a,PAL,12,"5,62","6,04",2,0,0 / 0,0,0,2,0,3,-,19
210,Konko,d,LAZ,18,"6,11","6,03",0,0,0 / 0,0,0,3,0,5,-,5
211,Onazi,c,LAZ,15,"5,83","6,03",1,0,0 / 0,0,1,2,0,6,-,5
212,Cacciatore,d,CHI,28,"5,91","6,02",1,0,0 / 0,0,3,6,0,8,-,14
213,Lulic,c,LAZ,30,"5,8","6,02",3,0,0 / 0,0,3,9,1,10,-,5
214,Correa,c,SAM,25,"5,8","6,02",3,0,0 / 0,0,0,5,1,7,-,10
215,Stendardo,d,ATA,13,"5,92","6,0",1,0,0 / 0,0,0,3,1,3,-,4
216,Maietta,d,BOL,19,"6,11","6,0",0,0,0 / 0,0,0,4,0,6,-,15
217,Masina,d,BOL,33,"5,88","6,0",2,0,0 / 0,0,3,8,1,8,-,15
218,Morleo,d,BOL,5,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,15
219,Zuculini F,c,BOL,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,15
220,Marrone,c,VER,21,"5,88","6,0",1,0,0 / 0,0,3,7,0,5,-,
221,Fernandez M,c,FIO,16,"5,84","6,0",1,0,0 / 0,0,2,3,1,7,-,8
222,Rossi,a,FIO,9,"5,94","6,0",0,0,0 / 0,0,1,1,0,13,-,8
223,Verde,a,FRO,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,7,-,
224,D'ambrosio,d,INT,18,"5,81","6,0",2,0,0 / 0,0,0,3,1,7,-,7
225,Padoin,c,JUV,8,"5,75","6,0",1,0,0 / 0,0,0,2,0,3,-,1
226,Parolo,c,LAZ,30,"5,85","6,0",3,0,0 / 0,0,0,9,0,11,-,5
227,Mexes,d,MIL,5,"5,8","6,0",1,0,0 / 0,0,0,4,0,1,-,6
228,El Kaoutari,d,PAL,7,"5,71","6,0",1,0,0 / 0,0,0,2,0,4,-,19
229,Iturbe,a,ROM,9,"5,72","6,0",1,0,0 / 0,0,0,1,0,16,-,2
230,Romulo,d,VER,7,"5,86","6,0",0,0,0 / 0,0,1,0,0,4,-,
231,Zaccagni,c,VER,3,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,
232,Manaj,a,INT,1,"6,0","6,0",0,0,0 / 0,0,0,1,0,1,-,7
233,Krafth,d,BOL,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-,15
234,Chalobah,c,NAP,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,3
235,Rocca,c,SAM,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,10
236,Bisevac,d,LAZ,10,"5,7","6,0",1,0,0 / 0,0,0,0,0,7,-,5
237,Cionek,d,PAL,5,"6,2","6,0",0,0,0 / 0,0,0,2,0,4,-,19
238,Furman,c,VER,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-,
239,Costa F,d,CHI,3,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-,14
240,Soddimo,c,FRO,25,"5,98","5,98",1,0,0 / 0,0,2,9,1,6,-,
241,Lichtsteiner,d,JUV,24,"6,04","5,98",0,0,0 / 0,0,1,5,0,9,-,1
242,Zappacosta,d,TOR,22,"5,86","5,98",1,0,0 / 0,0,1,3,0,7,-,9
243,Bellini,d,ATA,15,"5,9","5,97",1,0,1 / 1,0,0,4,0,3,-,4
244,Kurtic,c,ATA,31,"5,89","5,97",2,0,0 / 0,0,0,5,1,10,-,4
245,Rossettini,d,BOL,29,"5,71","5,97",3,0,0 / 0,0,1,5,0,7,-,15
246,Mancosu,a,CAR,17,"5,65","5,97",2,0,1 / 1,0,0,2,0,5,-,
247,Chibsah,c,FRO,19,"5,92","5,97",0,0,0 / 0,0,2,1,1,4,-,
248,Trajkovski,a,PAL,31,"5,68","5,97",3,0,0 / 0,0,1,2,0,8,-,19
249,Lollo,c,CAR,26,"5,85","5,96",3,0,0 / 0,0,1,10,2,7,-,
250,Pasqual,d,FIO,14,"5,96","5,96",0,0,0 / 0,0,2,5,0,4,-,8
251,Hernanes,c,JUV,12,"5,96","5,96",1,0,0 / 0,0,0,6,0,7,-,1
252,Honda,c,MIL,24,"5,75","5,96",1,0,0 / 0,0,3,2,0,8,-,6
253,Helander,d,VER,24,"5,79","5,96",2,0,0 / 0,0,0,4,0,6,-,
254,Milinkovic-Savic,c,LAZ,23,"5,98","5,96",1,0,0 / 0,0,0,5,1,6,-,5
255,Letizia,d,CAR,33,"5,94","5,95",1,0,0 / 0,0,0,5,0,9,-,
256,Russo Ad.,d,FRO,10,"5,75","5,95",1,0,0 / 0,0,0,2,0,3,-,
257,Dainelli,d,CHI,18,"5,92","5,94",1,0,0 / 0,0,0,5,0,4,-,14
258,Suarez M,c,FIO,8,"5,75","5,94",1,0,0 / 0,0,0,3,0,6,-,8
259,Kucka,c,MIL,29,"5,90","5,93",1,0,0 / 0,0,3,11,0,7,-,6
260,Djordjevic,a,LAZ,23,"5,52","5,93",3,0,0 / 0,0,2,1,1,13,-,5
261,Quaison,c,PAL,29,"5,81","5,93",1,0,0 / 0,0,3,5,0,7,-,19
262,Moretti,d,TOR,35,"5,9","5,93",1,0,0 / 0,0,0,4,0,9,-,9
263,Lodi,c,UDI,23,"5,87","5,93",1,0,0 / 0,0,0,3,0,5,-,13
264,Sardo,d,CHI,6,"5,67","5,92",1,0,0 / 0,0,0,3,0,3,-,14
265,Lazovic,c,GEN,13,"5,77","5,92",0,0,0 / 0,0,2,0,0,5,-,16
266,Caceres,d,JUV,6,"5,92","5,92",0,0,0 / 0,0,0,0,0,2,-,1
267,Masiello,d,ATA,28,"6,0","5,91",0,0,0 / 0,0,1,7,0,7,-,4
268,Krunic,c,EMP,11,"5,77","5,91",1,0,0 / 0,0,0,3,0,2,-,18
269,Zukanovic,d,ROM,23,"5,76","5,91",3,0,0 / 0,0,1,7,1,5,-,2
270,Astori,d,FIO,33,"5,98","5,91",0,0,0 / 0,0,0,5,0,8,-,8
271,Cannavaro,d,SAS,31,"6,0","5,90",0,0,0 / 0,0,1,8,0,7,-,12
272,Bovo,d,TOR,20,"5,85","5,9",2,0,0 / 0,0,0,10,0,5,-,9
273,Maiello,c,EMP,10,"5,95","5,9",0,0,0 / 0,0,0,1,0,3,-,18
274,Buffon,p,JUV,35,"6,3","5,89",0,17,0 / 0,1,0,1,0,20,-,1
275,Adnan,d,UDI,27,"5,85","5,89",1,0,0 / 0,0,1,6,0,7,-,13
276,Moras,d,VER,31,"5,85","5,89",1,0,0 / 0,0,1,4,1,6,-,
277,Cherubin,d,ATA,12,"5,75","5,88",1,0,0 / 0,0,0,1,1,4,-,4
278,Brighi,c,BOL,20,"5,95","5,88",0,0,0 / 0,0,0,3,0,6,-,15
279,Mbakogu,a,CAR,24,"5,83","5,88",2,0,1 / 3,0,2,2,0,8,-,
280,Gobbi,d,CHI,34,"5,96","5,88",0,0,0 / 0,0,1,7,0,8,-,14
281,Strinic,d,NAP,4,"5,88","5,88",0,0,0 / 0,0,0,0,0,1,-,3
282,Christodoulopoulos,c,SAM,8,"5,69","5,88",1,0,0 / 0,0,0,3,0,2,-,10
283,Biondini,c,SAS,19,"5,95","5,87",0,0,0 / 0,0,0,3,0,6,-,12
