,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000,Classifica
33,Nainggolan,c,CAG,26,"6,44","7,23",6,0,0 / 0,0,5,5,0,22,-,16
34,Martinez L.,a,INT,35,"6,14","7,21",14,0,2 / 3,0,3,7,1,27,-,1
35,Raspadori,a,SAS,7,"6,36","7,21",2,0,0 / 0,0,0,0,0,12,-,8
36,Mertens,a,NAP,31,"6,19","7,18",9,0,0 / 0,0,6,5,0,23,-,5
37,Pandev,a,GEN,29,"6,24","7,16",9,0,0 / 0,0,2,4,1,24,-,11
38,Calhanoglu,c,MIL,35,"6,2","7,14",9,0,1 / 1,0,9,6,0,24,-,2
39,Sensi,c,INT,12,"6,38","7,12",3,0,0 / 0,0,1,2,0,11,-,1
40,Gabbiadini,a,SAM,32,"6,08","7,11",11,0,1 / 1,0,1,2,0,23,-,9
41,Bonazzoli,a,SAM,18,"6,14","7,11",6,0,0 / 0,0,0,1,0,15,-,9
42,Mancosu,c,LEC,33,"5,98","7,09",14,0,9 / 11,0,2,3,0,25,-,
43,Young,d,INT,17,"6,18","7,09",4,0,0 / 0,0,4,1,0,21,-,1
44,Correa,a,LAZ,30,"6,2","7,07",9,0,0 / 1,0,2,0,0,23,-,6
45,Chiesa,c,FIO,34,"6,21","7,04",10,0,1 / 2,0,5,7,0,23,-,13
46,Perotti,c,ROM,16,"6,06","7,03",5,0,4 / 4,0,3,3,1,13,-,7
47,Chiellini,d,JUV,4,"6,25","7,0",1,0,0 / 0,0,0,0,0,7,-,4
48,Quagliarella,a,SAM,28,"5,96","7,0",11,0,5 / 7,0,3,2,0,22,-,9
49,Simeone,a,CAG,37,"6,0","7,0",12,0,0 / 0,0,3,4,0,22,-,16
50,Torregrossa,a,BRE,25,"6,22","6,98",7,0,2 / 2,0,2,8,0,20,-,
51,Higuain,a,JUV,30,"6,1","6,97",8,0,0 / 0,0,3,2,0,20,-,4
52,Malinovskyi,c,ATA,32,"6,30","6,94",8,0,0 / 1,0,3,5,1,21,-,3
53,Ribery,c,FIO,21,"6,48","6,93",3,0,0 / 0,0,3,3,1,17,-,13
54,De Paul,c,UDI,34,"6,24","6,90",7,0,0 / 0,0,5,5,1,21,-,14
55,Caicedo,a,LAZ,28,"6,12","6,89",9,0,0 / 1,0,1,7,0,19,-,6
56,Candreva,c,INT,30,"6,23","6,88",5,0,0 / 0,0,7,5,0,19,-,1
57,Falco,a,LEC,29,"6,26","6,88",4,0,0 / 0,0,6,0,0,19,-,
58,Di Carmine,a,VER,21,"5,95","6,88",8,0,1 / 2,0,0,3,0,14,-,10
59,Llorente,a,NAP,11,"6,0","6,86",3,0,0 / 0,0,1,1,0,10,-,5
60,Insigne,a,NAP,37,"6,09","6,84",8,0,5 / 5,0,4,1,0,22,-,5
61,Zaniolo,c,ROM,25,"6,2","6,84",6,0,0 / 0,0,2,8,0,16,-,7
62,Demiral,d,JUV,6,"6,25","6,83",1,0,0 / 0,0,1,1,0,3,-,4
63,Esposito,a,INT,3,"6,0","6,83",1,0,1 / 1,0,0,1,0,1,-,1
64,Ramirez,c,SAM,24,"5,96","6,81",7,0,3 / 3,0,2,5,0,17,-,9
65,Sanabria,a,GEN,23,"6,0","6,80",6,0,0 / 0,0,2,3,0,13,-,11
66,Rafael Leao,a,MIL,27,"6,09","6,80",6,0,0 / 0,0,1,0,0,16,-,2
67,Lasagna,a,UDI,36,"5,94","6,79",10,0,0 / 0,0,1,1,0,18,-,14
68,Pasalic,c,ATA,34,"6,06","6,79",9,0,0 / 0,0,3,6,0,20,-,3
69,Petagna,a,SPA,36,"5,99","6,78",12,0,5 / 7,0,1,5,0,19,-,
70,Palacio,a,BOL,33,"6,08","6,73",7,0,0 / 0,0,3,5,0,19,-,12
71,Orsolini,a,BOL,37,"5,95","6,72",8,0,0 / 0,0,6,3,0,18,-,12
72,Hernandez T.,d,MIL,33,"6,32","6,71",6,0,0 / 0,0,2,10,0,20,-,2
73,Djuricic,c,SAS,27,"6,15","6,70",5,0,0 / 0,0,3,6,0,16,-,8
74,Veretout,c,ROM,32,"6,23","6,70",6,0,5 / 5,0,0,6,0,17,-,7
75,Kucka,c,PAR,26,"6,04","6,69",6,0,2 / 2,0,2,4,1,14,-,20
76,Defrel,a,SAS,17,"6,0","6,68",3,0,1 / 1,0,3,1,0,9,-,8
77,Milinkovic-Savic,c,LAZ,37,"6,15","6,68",7,0,0 / 0,0,3,9,0,19,-,6
78,Fofana,c,UDI,31,"6,23","6,68",3,0,0 / 0,0,7,4,0,16,-,14
79,D'ambrosio,d,INT,18,"6,17","6,67",4,0,0 / 0,0,0,6,0,9,-,1
80,Askildsen,c,SAM,3,"6,0","6,67",1,0,0 / 0,0,0,0,1,2,-,9
81,Soriano,c,BOL,29,"6,12","6,66",5,0,0 / 0,0,4,3,2,14,-,12
82,Gervinho,a,PAR,30,"5,97","6,65",7,0,0 / 1,0,4,3,0,16,-,20
83,Ansaldi,c,TOR,26,"6,21","6,65",4,0,0 / 0,0,4,9,0,14,-,17
84,Pessina,c,VER,35,"6,14","6,64",7,0,0 / 0,0,0,7,0,16,-,10
85,Lazovic,c,VER,38,"6,25","6,62",3,0,0 / 0,0,7,4,0,16,-,10
86,Adekanye,a,LAZ,4,"6,0","6,62",1,0,0 / 0,0,0,1,0,4,-,6
87,Cutrone,a,FIO,18,"5,92","6,61",4,0,0 / 0,0,1,1,0,12,-,13
88,Berenguer,c,TOR,27,"5,94","6,61",6,0,0 / 0,0,2,4,0,17,-,17
89,De Vrij,d,INT,34,"6,29","6,60",4,0,0 / 0,0,1,5,0,17,-,1
90,Brozovic,c,INT,32,"6,28","6,58",3,0,0 / 0,0,5,9,0,17,-,1
91,Callejon,c,NAP,32,"6,02","6,58",4,0,0 / 0,0,7,2,0,15,-,5
92,Douglas Costa,c,JUV,18,"6,22","6,58",1,0,0 / 0,0,4,1,0,11,-,4
93,Castillejo,c,MIL,18,"6,17","6,58",2,0,0 / 0,0,3,3,0,11,-,2
94,Okaka,a,UDI,33,"5,94","6,58",8,0,0 / 0,0,2,10,0,18,-,14
95,Under,c,ROM,15,"6,0","6,57",3,0,0 / 0,0,0,2,0,10,-,7
96,Donnarumma Al.,a,BRE,27,"5,74","6,57",7,0,2 / 2,0,2,1,0,13,-,
97,Bonaventura,c,MIL,26,"6,04","6,54",3,0,0 / 0,0,5,2,0,14,-,2
98,Criscito,d,GEN,25,"5,96","6,54",8,0,8 / 10,0,0,7,0,15,-,11
99,Kolarov,d,ROM,31,"6,03","6,53",7,0,2 / 4,0,3,6,0,14,-,7
100,Smalling,d,ROM,30,"6,23","6,53",3,0,0 / 0,0,1,2,0,13,-,7
101,Faraoni,d,VER,36,"6,10","6,51",5,0,0 / 0,0,3,6,0,14,-,10
102,Pulgar,c,FIO,35,"5,96","6,51",7,0,7 / 8,0,6,9,0,17,-,13
103,Zaza,a,TOR,23,"5,83","6,5",6,0,0 / 0,0,1,7,0,11,-,17
104,Linetty,c,SAM,28,"6,04","6,5",4,0,0 / 0,0,3,4,0,12,-,9
105,Marusic,c,LAZ,14,"6,11","6,5",2,0,0 / 0,0,1,3,0,8,-,6
106,Younes,c,NAP,4,"5,88","6,5",1,0,0 / 0,0,0,1,0,3,-,5
107,Oliva,c,CAG,10,"6,15","6,5",1,0,0 / 0,0,1,1,0,3,-,16
108,Colley E.,c,ATA,2,"6,25","6,5",0,0,0 / 0,0,1,1,0,4,-,3
109,La Mantia,a,LEC,9,"5,89","6,5",2,0,0 / 0,0,0,1,0,10,-,
110,Calafiori,d,ROM,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,3,-,7
111,Pellegrini Lo.,c,ROM,27,"6,19","6,48",1,0,0 / 0,0,9,6,1,14,-,7
112,Saponara,c,LEC,16,"6,0","6,47",2,0,0 / 0,0,3,3,0,8,-,
113,Bruno Peres,d,ROM,15,"6,03","6,47",2,0,0 / 0,0,2,3,0,12,-,7
114,Balotelli,a,BRE,19,"5,87","6,47",5,0,0 / 0,0,0,5,1,9,-,
115,Pjanic,c,JUV,29,"6,14","6,45",3,0,0 / 0,0,5,10,0,15,-,4
116,Moses,c,INT,10,"6,2","6,45",0,0,0 / 0,0,3,1,0,9,-,1
117,Traore' Hj.,c,SAS,28,"6,04","6,45",4,0,0 / 0,0,1,3,0,14,-,8
118,Castrovilli,c,FIO,33,"6,27","6,45",3,0,0 / 0,0,2,10,0,17,-,13
119,Acerbi,d,LAZ,36,"6,28","6,44",2,0,0 / 0,0,2,4,0,16,-,6
120,Ruiz,c,NAP,33,"6,02","6,44",3,0,0 / 0,0,6,2,0,13,-,5
121,Borja Valero,c,INT,14,"6,11","6,43",2,0,0 / 0,0,0,4,0,7,-,1
122,Biraghi,d,INT,23,"5,98","6,43",2,0,0 / 0,0,6,3,0,11,-,1
123,Borini,c,VER,15,"5,97","6,43",3,0,1 / 1,0,0,2,1,8,-,10
124,Ramsey,c,JUV,21,"6,02","6,43",3,0,0 / 0,0,0,2,0,10,-,4
125,Gagliardini,c,INT,24,"6,02","6,42",4,0,0 / 0,0,0,5,0,9,-,1
126,Caprari,a,PAR,26,"5,94","6,42",5,0,1 / 1,0,0,3,1,11,-,20
127,Stepinski,a,VER,13,"5,85","6,42",3,0,0 / 0,0,1,3,1,7,-,10
128,Carles Perez,a,ROM,12,"6,0","6,42",1,0,0 / 0,0,3,2,0,10,-,7
129,Milenkovic,d,FIO,37,"6,12","6,41",5,0,0 / 0,0,0,9,0,16,-,13
130,Vlahovic,a,FIO,27,"5,85","6,41",6,0,1 / 1,0,0,4,1,14,-,13
131,Lozano,a,NAP,22,"5,89","6,41",4,0,0 / 0,0,1,3,0,10,-,5
132,Manolas,d,NAP,25,"5,96","6,4",4,0,0 / 0,0,0,2,0,10,-,5
133,De Ligt,d,JUV,29,"6,07","6,40",4,0,0 / 0,0,0,5,0,11,-,4
134,Politano,a,NAP,22,"6,05","6,39",2,0,0 / 0,0,2,1,0,8,-,5
135,Zaccagni,c,VER,33,"6,14","6,39",2,0,0 / 0,0,5,5,0,12,-,10
136,Haraslin,a,SAS,9,"6,0","6,39",1,0,0 / 0,0,1,1,0,10,-,8
137,Duncan,c,FIO,24,"6,02","6,38",2,0,0 / 0,0,5,5,0,11,-,13
138,Miguel Veloso,c,VER,34,"6,12","6,38",3,0,0 / 0,0,3,6,0,14,-,10
139,Kluivert,c,ROM,21,"5,95","6,38",4,0,0 / 0,0,0,4,1,10,-,7
140,Scozzarella,c,PAR,14,"6,21","6,36",0,0,0 / 0,0,3,2,0,5,-,20
141,Inglese,a,PAR,16,"5,81","6,34",4,0,0 / 1,0,0,1,0,7,-,20
142,Toloi,d,ATA,30,"6,15","6,32",2,0,0 / 0,0,4,11,0,12,-,3
143,Muldur,d,SAS,20,"6,02","6,32",2,0,0 / 0,0,2,4,0,9,-,8
144,Gagliolo,d,PAR,31,"6,03","6,31",3,0,0 / 0,0,3,7,0,11,-,20
145,Freuler,c,ATA,30,"6,12","6,3",2,0,0 / 0,0,1,3,0,12,-,3
146,Spinazzola,d,ROM,22,"6,11","6,30",1,0,0 / 0,0,2,2,0,10,-,7
147,Bonucci,d,JUV,35,"6,16","6,29",3,0,0 / 0,0,0,9,0,15,-,4
148,Verre,c,VER,29,"5,95","6,26",3,0,2 / 2,0,2,4,0,9,-,10
149,Locatelli,c,SAS,33,"6,33","6,26",0,0,0 / 0,0,4,9,0,11,-,8
150,Amrabat,c,VER,34,"6,35","6,26",1,0,1 / 1,0,1,10,2,11,-,10
151,Allan,c,NAP,17,"5,88","6,24",2,0,0 / 0,0,1,3,0,5,-,5
152,Nandez,c,CAG,35,"6,19","6,24",2,0,0 / 0,0,3,14,0,14,-,16
153,Eriksen,c,INT,13,"5,85","6,23",1,0,0 / 0,0,2,0,0,13,-,1
154,Vecino,c,INT,18,"5,94","6,22",2,0,0 / 0,0,1,4,0,6,-,1
155,Cataldi,c,LAZ,16,"6,09","6,22",1,0,0 / 0,0,0,3,0,5,-,6
156,Cuadrado,c,JUV,33,"6,08","6,21",2,0,0 / 0,0,3,7,1,10,-,4
157,Di Lorenzo,d,NAP,33,"5,92","6,21",3,0,0 / 0,0,3,5,0,10,-,5
158,Castagne,d,ATA,25,"6,1","6,2",1,0,0 / 0,0,1,4,0,10,-,3
159,Salcedo E.,a,VER,15,"6,0","6,2",1,0,0 / 0,0,0,0,0,6,-,10
160,Asamoah,d,INT,8,"6,12","6,19",0,0,0 / 0,0,1,1,0,1,-,1
161,Djimsiti,d,ATA,34,"6,06","6,19",2,0,0 / 0,0,1,5,0,11,-,3
162,Piatek,a,MIL,18,"5,56","6,19",4,0,3 / 3,0,0,1,0,15,-,2
163,Tonali,c,BRE,35,"6,03","6,19",1,0,0 / 0,0,7,9,0,11,-,
164,Ragatzu,a,CAG,8,"5,81","6,19",1,0,0 / 0,0,0,1,0,5,-,16
165,Di Francesco F.,c,SPA,17,"5,94","6,18",2,0,0 / 0,0,0,4,0,6,-,
166,Barak,c,LEC,22,"5,89","6,18",2,0,0 / 0,0,1,1,0,8,-,
167,D'alessandro,c,SPA,15,"5,83","6,17",2,0,0 / 0,0,0,0,1,6,-,
168,Verdi,c,TOR,32,"5,86","6,17",2,0,0 / 0,0,6,4,0,11,-,17
169,Siligardi,a,PAR,6,"6,0","6,17",0,0,0 / 0,0,1,0,0,4,-,20
170,Dzemaili,c,BOL,12,"5,92","6,17",1,0,0 / 0,0,1,2,0,8,-,12
171,Nestorovski,a,UDI,21,"5,79","6,17",3,0,0 / 0,0,1,4,0,7,-,14
172,Bentancur,c,JUV,29,"6,09","6,17",0,0,0 / 0,0,7,9,0,11,-,4
173,Tameze,c,ATA,3,"6,17","6,17",0,0,0 / 0,0,0,0,0,3,-,3
174,Zielinski,c,NAP,36,"5,96","6,15",2,0,0 / 0,0,3,4,0,12,-,5
175,Poli,c,BOL,27,"6,02","6,15",2,0,0 / 0,0,0,5,0,7,-,12
176,Pinamonti,a,GEN,30,"5,73","6,15",5,0,1 / 2,0,1,1,0,9,-,11
177,Pussetto,a,UDI,10,"5,9","6,15",1,0,0 / 0,0,0,1,0,7,-,14
178,Farias,a,LEC,18,"5,92","6,14",2,0,0 / 0,0,0,2,1,5,-,
179,Rog,c,CAG,29,"6,17","6,14",1,0,0 / 0,0,1,10,0,8,-,16
180,Valoti,c,SPA,25,"5,88","6,14",3,0,0 / 0,0,1,7,0,7,-,
181,Stryger Larsen,d,UDI,33,"6,03","6,14",1,0,0 / 0,0,3,5,0,11,-,14
182,Kumbulla,d,VER,25,"6,16","6,14",1,0,0 / 0,0,0,5,1,6,-,10
183,De Roon,c,ATA,34,"6,04","6,13",2,0,0 / 0,0,5,12,0,10,-,3
184,Bani,d,BOL,27,"5,91","6,13",4,0,0 / 0,0,0,10,1,9,-,12
185,Castro,c,SPA,21,"5,88","6,12",2,0,0 / 0,0,0,2,0,8,-,
186,Iago Falque,a,GEN,13,"5,88","6,12",2,0,2 / 3,0,0,0,0,4,-,11
187,Benassi,c,FIO,16,"5,88","6,12",1,0,0 / 0,0,1,1,0,4,-,13
188,Lazzari,c,LAZ,32,"6,16","6,12",0,0,0 / 0,0,2,6,0,11,-,6
189,Pezzella Ger.,d,FIO,32,"6,03","6,12",3,0,0 / 0,0,0,12,0,10,-,13
190,Godin,d,INT,20,"6,05","6,12",1,0,0 / 0,0,1,5,0,7,-,1
191,Kurtic,c,PAR,36,"5,89","6,11",4,0,0 / 0,0,1,10,0,11,-,20
192,Svanberg,c,BOL,18,"5,94","6,11",1,0,0 / 0,0,1,2,0,6,-,12
193,Kessie',c,MIL,35,"5,8","6,1",4,0,2 / 2,0,0,3,0,11,-,2
194,Jagiello,c,GEN,10,"5,9","6,1",0,0,0 / 0,0,2,0,0,4,-,11
195,Lukaku J.,d,LAZ,11,"6,0","6,09",0,0,0 / 0,0,2,2,0,3,-,6
196,Bremer,d,TOR,27,"5,87","6,09",3,0,0 / 0,0,0,2,2,8,-,17
197,Augello,d,SAM,16,"6,03","6,09",0,0,0 / 0,0,2,2,0,6,-,9
198,Diawara,c,ROM,20,"6,02","6,08",1,0,1 / 1,0,0,4,0,7,-,7
199,Jankto,c,SAM,30,"5,88","6,08",2,0,0 / 0,0,4,8,0,10,-,9
200,Bastoni,d,INT,25,"6,02","6,08",2,0,0 / 0,0,0,7,1,7,-,1
201,Palomino,d,ATA,30,"6,0","6,08",2,0,0 / 0,0,1,5,0,8,-,3
202,Leris,c,SAM,13,"5,85","6,08",1,0,0 / 0,0,0,0,0,4,-,9
203,Lobotka,c,NAP,13,"6,08","6,08",0,0,0 / 0,0,0,0,0,8,-,5
204,Sema,c,UDI,30,"5,95","6,08",2,0,0 / 0,0,1,6,0,9,-,14
205,Saelemaekers,c,MIL,12,"6,0","6,08",1,0,0 / 0,0,0,2,1,7,-,2
206,Ceppitelli,d,CAG,15,"5,97","6,07",2,0,0 / 0,0,0,5,0,5,-,16
207,Barella,c,INT,27,"6,06","6,07",1,0,0 / 0,0,3,11,0,8,-,1
208,Dominguez,c,BOL,14,"6,04","6,07",0,0,0 / 0,0,1,1,0,6,-,12
209,Romagnoli,d,MIL,35,"6,03","6,06",1,0,0 / 0,0,0,4,0,10,-,2
210,Pastore,c,ROM,8,"6,06","6,06",0,0,0 / 0,0,0,0,0,1,-,7
211,Soumaoro,d,GEN,8,"5,81","6,06",1,0,0 / 0,0,0,2,0,6,-,11
212,Elmas,c,NAP,19,"6,0","6,05",1,0,0 / 0,0,1,7,0,6,-,5
213,Grassi,c,PAR,14,"5,96","6,04",1,0,0 / 0,0,1,6,0,4,-,20
214,Demme,c,NAP,14,"6,04","6,04",1,0,0 / 0,0,0,6,0,7,-,5
215,Hysaj,d,NAP,19,"5,84","6,03",1,0,0 / 0,0,2,3,0,6,-,5
216,Rogerio,d,SAS,15,"5,97","6,03",1,0,0 / 0,0,1,6,0,5,-,8
217,Sansone,a,BOL,32,"5,75","6,02",4,0,3 / 4,0,2,5,0,8,-,12
218,Nuytinck,d,UDI,26,"6,06","6,02",0,0,0 / 0,0,0,2,0,8,-,14
219,Tomiyasu,d,BOL,29,"5,95","6,02",1,0,0 / 0,0,3,8,0,6,-,12
220,Kyriakopoulos,d,SAS,22,"6,02","6,02",0,0,0 / 0,0,2,4,0,7,-,8
221,Mattiello,d,CAG,15,"6,03","6,0",0,0,0 / 0,0,1,3,0,4,-,16
222,Cerri,a,SPA,15,"5,67","6,0",2,0,0 / 0,0,0,2,0,4,-,
223,Ghoulam,d,NAP,8,"6,0","6,0",0,0,0 / 0,0,1,2,0,2,-,5
224,Alex Sandro,d,JUV,29,"5,90","6,0",1,0,0 / 0,0,2,4,0,8,-,4
225,Deiola,c,LEC,10,"5,75","6,0",1,0,0 / 0,0,1,3,0,1,-,
226,Pinsoglio,p,JUV,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-,4
227,Morosini,c,BRE,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,
228,Karamoh,a,PAR,11,"5,64","6,0",1,0,0 / 0,0,1,0,0,1,-,20
229,Magnani,d,SAS,6,"5,75","6,0",1,0,0 / 0,0,0,3,0,2,-,8
230,Berisha V.,c,LAZ,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,6
231,Kingsley,c,BOL,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,-,12
232,Zanimacchia,a,JUV,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,-,4
233,Malcuit,d,NAP,3,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,5
234,Gumus,a,GEN,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,4,-,11
235,Chabot,d,SAM,8,"5,81","6,0",1,0,0 / 0,0,0,1,1,2,-,9
236,Pinna,d,CAG,1,"6,5","6,0",0,0,0 / 0,0,0,1,0,1,-,16
237,Rovella,c,GEN,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-,11
238,Calderoni,d,LEC,24,"5,69","6,0",3,0,0 / 0,0,2,7,0,5,-,
239,Vitale L,d,VER,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,10
240,Lucas Felippe,c,VER,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,10
241,Zmrhal,c,BRE,17,"5,65","6,0",2,0,0 / 0,0,0,0,0,6,-,
242,Arana,d,ATA,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-,3
243,Cleonise,a,GEN,2,"6,0","6,0",0,0,0 / 0,0,0,2,0,1,-,11
244,Czyborra,d,ATA,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,3
245,Bellanova,d,ATA,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,3
246,Maldini,c,MIL,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-,2
247,Cigarini,c,CAG,20,"6,02","5,98",0,0,0 / 0,0,3,6,1,4,-,16
248,Maksimovic,d,NAP,22,"5,84","5,98",1,0,0 / 0,0,1,2,0,6,-,5
249,Danilo Lar.,d,BOL,30,"5,95","5,97",2,0,0 / 0,0,0,9,1,8,-,12
250,Darmian,d,PAR,32,"5,94","5,97",1,0,0 / 0,0,1,6,0,8,-,20
251,Dabo,c,SPA,16,"5,72","5,97",1,0,0 / 0,0,3,4,0,4,-,
252,Iacoponi,d,PAR,35,"5,9","5,97",2,0,0 / 0,0,0,7,0,7,-,20
253,Dermaku,d,PAR,14,"6,04","5,96",0,0,0 / 0,0,0,2,0,5,-,20
254,Krejci,c,BOL,14,"5,82","5,96",1,0,0 / 0,0,0,2,0,3,-,12
255,Luiz Felipe,d,LAZ,25,"5,92","5,96",1,0,0 / 0,0,1,6,0,7,-,6
256,Sprocati,a,PAR,13,"5,73","5,96",1,0,0 / 0,0,0,0,0,4,-,20
257,Toljan,d,SAS,28,"5,93","5,96",1,0,0 / 0,0,2,8,0,6,-,8
258,Romulo,c,BRE,22,"5,75","5,95",1,0,0 / 0,0,3,3,0,8,-,
259,Hateboer,d,ATA,30,"5,98","5,95",0,0,0 / 0,0,4,10,0,6,-,3
260,Bennacer,c,MIL,31,"6,08","5,95",1,0,0 / 0,0,0,14,0,8,-,2
261,Schone,c,GEN,32,"5,88","5,95",2,0,0 / 1,0,2,5,0,9,-,11
262,Dimarco,d,VER,8,"6,0","5,94",0,0,0 / 0,0,2,1,0,3,-,10
263,Rrahmani,d,VER,36,"5,99","5,94",0,0,0 / 0,0,1,5,0,7,-,10
264,Ranocchia,d,INT,7,"6,14","5,93",0,0,0 / 0,0,0,3,0,3,-,1
265,Rabiot,c,JUV,28,"5,91","5,93",1,0,0 / 0,0,1,5,1,7,-,4
266,Yoshida,d,SAM,14,"5,89","5,93",0,0,0 / 0,0,1,1,0,7,-,9
267,Petriccione,c,LEC,31,"5,98","5,92",0,0,0 / 0,0,3,10,0,7,-,
268,De Maio,d,UDI,18,"5,94","5,92",0,0,0 / 0,0,0,1,0,4,-,14
269,Bruno Alves,d,PAR,32,"5,98","5,92",0,0,0 / 0,0,0,4,0,8,-,20
270,Mandragora,c,UDI,25,"5,88","5,92",0,0,0 / 0,0,2,2,0,4,-,14
271,Lazaro,c,INT,6,"5,92","5,92",0,0,0 / 0,0,1,2,0,2,-,1
272,Bisoli,c,BRE,25,"5,88","5,92",1,0,0 / 0,0,1,6,0,4,-,
273,Baselli,c,TOR,16,"5,88","5,91",0,0,0 / 0,0,2,3,0,4,-,17
274,Danilo,d,JUV,22,"5,73","5,91",2,0,0 / 0,0,0,2,1,6,-,4
275,Strefezza,c,SPA,32,"5,89","5,91",1,0,0 / 0,0,2,7,1,8,-,
276,Lulic,c,LAZ,20,"5,95","5,9",0,0,0 / 0,0,2,6,0,3,-,6
277,Regini,d,PAR,5,"5,9","5,9",0,0,0 / 0,0,0,0,0,2,-,20
278,Pegolo,p,SAS,5,"6,7","5,9",0,4,0 / 0,0,0,0,0,3,-,8
279,Sabelli,d,BRE,36,"5,94","5,90",0,0,0 / 0,0,3,5,0,7,-,
280,N'koulou,d,TOR,31,"5,89","5,90",1,0,0 / 0,0,0,3,1,5,-,17
281,Kjaer,d,MIL,20,"6,0","5,9",0,0,0 / 0,0,0,4,0,5,-,2
282,Pellegrini Lu.,d,CAG,24,"5,90","5,90",0,0,0 / 0,0,5,10,0,6,-,16
